package	x86_selection	r3_selection	triage	note	x86_version	r3_version	r3_makefile	depends	provides	conflicts	build_depends
luci-app-package-manager	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-app-package-manager/Makefile	+libc +luci-base	luci-app-opkg		lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-passwall	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	25.12.16-r1	25.12.16-r1	package/feeds/luci/luci-app-passwall/Makefile	+libc +coreutils +coreutils-base64 +coreutils-nohup +curl +chinadns-ng +dns2socks +ip-full +libuci-lua +lua +luci-compat +luci-lib-jsonc +microsocks +resolveip +tcping +unzip +ipt2socks +kmod-nft-socket +kmod-nft-tproxy +kmod-nft-nat +PACKAGE_luci-app-passwall_INCLUDE_Brook:brook +PACKAGE_luci-app-passwall_INCLUDE_Haproxy:haproxy +PACKAGE_luci-app-passwall_INCLUDE_Hysteria:hysteria +PACKAGE_luci-app-passwall_INCLUDE_NaiveProxy:naiveproxy +PACKAGE_luci-app-passwall_INCLUDE_Shadowsocks_Rust_Client:shadowsocks-rust-sslocal +PACKAGE_luci-app-passwall_INCLUDE_Shadowsocks_Rust_Server:shadowsocks-rust-ssserver +PACKAGE_luci-app-passwall_INCLUDE_Shadow_TLS:shadow-tls +PACKAGE_luci-app-passwall_INCLUDE_Simple_Obfs:simple-obfs-client +PACKAGE_luci-app-passwall_INCLUDE_SingBox:sing-box +PACKAGE_luci-app-passwall_INCLUDE_tuic_client:tuic-client +PACKAGE_luci-app-passwall_INCLUDE_V2ray_Geodata:v2ray-geoip +PACKAGE_luci-app-passwall_INCLUDE_V2ray_Geodata:v2ray-geosite +PACKAGE_luci-app-passwall_INCLUDE_V2ray_Geoview:geoview +PACKAGE_luci-app-passwall_INCLUDE_V2ray_Plugin:v2ray-plugin +PACKAGE_luci-app-passwall_INCLUDE_Xray:xray-core +PACKAGE_luci-app-passwall_INCLUDE_Xray_Plugin:xray-plugin +luci-lua-runtime			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-poweroffdevice	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	2-r7	2-r7	package/luci-app-poweroffdevice/luci-app-poweroffdevice/Makefile	+libc 			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-qosmate	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.0.14-r1	1.0.14-r1	package/luci-app-qosmate/Makefile	+libc +qosmate +luci-lib-jsonc +lua			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-samba4	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-samba4/Makefile	+libc +luci-base +samba4-server			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-smartdns	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.2025.47.2-r1	1.2025.47.2-r1	package/feeds/luci/luci-app-smartdns/Makefile	+libc +smartdns			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-softether	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-softether/Makefile	+libc +luci-base +softethervpn5-client			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-softethervpn	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-softethervpn/Makefile	+libc +zlib +libpthread +librt +libreadline +libncurses +libiconv-full +kmod-tun +libopenssl +softethervpn5-bridge +softethervpn5-client +softethervpn5-server +luci-lua-runtime			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-statistics	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-statistics/Makefile	+libc +luci-base +collectd +rrdtool1 +collectd-mod-rrdtool +collectd-mod-iwinfo +collectd-mod-cpu +collectd-mod-memory +collectd-mod-interface +collectd-mod-load +collectd-mod-network			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-taskplan	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	3.0.0-r20260303	3.0.0-r20260303	package/luci-app-taskplan/luci-app-taskplan/Makefile	+libc 			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-ttyd	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-app-ttyd/Makefile	+libc +luci-base +ttyd			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-udpxy	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-udpxy/Makefile	+libc +luci-base +udpxy			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-uhttpd	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-uhttpd/Makefile	+libc +luci-base +uhttpd			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-upnp	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-upnp/Makefile	+libc +luci-base +miniupnpd +rpcd-mod-ucode			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-usb-printer	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.0-r2	1.0-r2	package/feeds/luci/luci-app-usb-printer/Makefile	+libc +p910nd +kmod-usb-printer +luci-lua-runtime			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-vlmcsd	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-vlmcsd/Makefile	+libc +vlmcsd			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-vsftpd	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-vsftpd/Makefile	+libc +vsftpd +luci-lua-runtime			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-wol	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-wol/Makefile	+libc +luci-base +etherwake			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-app-zerotier	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	x	x	package/feeds/luci/luci-app-zerotier/Makefile	+libc +zerotier			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-base	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-base/Makefile	+libc +rpcd +rpcd-mod-file +rpcd-mod-luci +rpcd-mod-ucode +cgi-io +ucode +ucode-mod-fs +ucode-mod-uci +ucode-mod-ubus +ucode-mod-math +ucode-mod-html +liblucihttp-ucode			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-compat	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-compat/Makefile	+libc +luci-lua-runtime +luci-lua-runtime			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-acme-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-acme/Makefile	+libc luci-app-acme			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-adguardhome-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/luci-app-adguardhome/luci-app-adguardhome/Makefile	+libc luci-app-adguardhome			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-advancedplus-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/luci-app-advancedplus/Makefile	+libc luci-app-advancedplus			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-arpbind-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-arpbind/Makefile	+libc luci-app-arpbind			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-banip-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-banip/Makefile	+libc luci-app-banip			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-base-zh-cn	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-base/Makefile	+libc luci-base			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-cifs-mount-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-cifs-mount/Makefile	+libc luci-app-cifs-mount			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-cloudflared-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-cloudflared/Makefile	+libc luci-app-cloudflared			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-cpulimit-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-cpulimit/Makefile	+libc luci-app-cpulimit			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-dashboard-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-mod-dashboard/Makefile	+libc luci-mod-dashboard			iwinfo lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-ddns-go-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-ddns-go/Makefile	+libc luci-app-ddns-go			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-diskman-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-diskman/Makefile	+libc luci-app-diskman			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-filemanager-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-filemanager/Makefile	+libc luci-app-filemanager			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-firewall-zh-cn	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-app-firewall/Makefile	+libc luci-app-firewall			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-frpc-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-frpc/Makefile	+libc luci-app-frpc			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-minieap-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-proto-minieap/Makefile	+libc luci-proto-minieap			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-modem-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/luci-app-modem/Makefile	+libc luci-app-modem			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-natmap-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-natmap/Makefile	+libc luci-app-natmap			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-netdata-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-netdata/Makefile	+libc luci-app-netdata			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-nfs-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-nfs/Makefile	+libc luci-app-nfs			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-nikki-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/luci-app-nikki/luci-app-nikki/Makefile	+libc luci-app-nikki			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-nps-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-nps/Makefile	+libc luci-app-nps			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-omcproxy-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-omcproxy/Makefile	+libc luci-app-omcproxy			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-p910nd-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-p910nd/Makefile	+libc luci-app-p910nd			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-package-manager-zh-cn	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-app-package-manager/Makefile	+libc luci-app-package-manager			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-passwall-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-passwall/Makefile	+libc luci-app-passwall			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-poweroffdevice-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/luci-app-poweroffdevice/luci-app-poweroffdevice/Makefile	+libc luci-app-poweroffdevice			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-qosmate-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/luci-app-qosmate/Makefile	+libc luci-app-qosmate			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-samba4-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-samba4/Makefile	+libc luci-app-samba4			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-smartdns-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-smartdns/Makefile	+libc luci-app-smartdns			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-softethervpn-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-softethervpn/Makefile	+libc luci-app-softethervpn			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-statistics-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-statistics/Makefile	+libc luci-app-statistics			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-taskplan-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/luci-app-taskplan/luci-app-taskplan/Makefile	+libc luci-app-taskplan			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-ttyd-zh-cn	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-app-ttyd/Makefile	+libc luci-app-ttyd			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-udpxy-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-udpxy/Makefile	+libc luci-app-udpxy			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-uhttpd-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-uhttpd/Makefile	+libc luci-app-uhttpd			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-upnp-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-upnp/Makefile	+libc luci-app-upnp			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-usb-printer-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-usb-printer/Makefile	+libc luci-app-usb-printer			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-vlmcsd-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-vlmcsd/Makefile	+libc luci-app-vlmcsd			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-vsftpd-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-vsftpd/Makefile	+libc luci-app-vsftpd			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-wol-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-wol/Makefile	+libc luci-app-wol			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-i18n-zerotier-zh-cn	y	n	translation	跟随对应 LuCI 应用的迁移决策	x	x	package/feeds/luci/luci-app-zerotier/Makefile	+libc luci-app-zerotier			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-lib-base	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-lib-base/Makefile	+libc +lua +luci-lib-nixio +luci-lib-ip +luci-lib-jsonc +liblucihttp-lua			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-lib-ip	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-lib-ip/Makefile	+libc +liblua +libnl-tiny			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-lib-ipkg	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	x	x	package/feeds/luci/luci-lib-ipkg/Makefile	+libc +luci-base +luci-lua-runtime			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
luci-lib-json	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	x	x	package/feeds/luci/luci-lib-json/Makefile	+libc +luci-lua-runtime			lua/host luci-base/host LUCI_CSSTIDY:csstidy/host LUCI_SRCDIET:luasrcdiet/host 
